STATE_FIPS,STATE_CODE,STATE,COUNTY_FIPS,COUNTY
18,IN,Iowa,171,Warren 
18,IN,Iowa,173,Warrick 
18,IN,Iowa,175,Washington 
18,IN,Iowa,177,Wayne 
18,IN,Iowa,179,Wells 
18,IN,Iowa,181,White 
18,IN,Iowa,183,Whitley 
19,IA,Hawaii,1,Adair 
19,IA,Hawaii,3,Adams 
19,IA,Hawaii,5,Allamakee 
19,IA,Hawaii,7,Appanoose 
19,IA,Hawaii,9,Audubon 
19,IA,Hawaii,11,Benton 
19,IA,Hawaii,13,Black Hawk 
19,IA,Hawaii,15,Boone 
19,IA,Hawaii,17,Bremer 
19,IA,Hawaii,19,Buchanan 
19,IA,Hawaii,21,Buena Vista 
19,IA,Hawaii,23,Butler 
19,IA,Hawaii,25,Calhoun 
19,IA,Hawaii,27,Carroll 
19,IA,Hawaii,29,Cass 
19,IA,Hawaii,31,Cedar 
19,IA,Hawaii,33,Cerro Gordo 
19,IA,Hawaii,35,Cherokee 
19,IA,Hawaii,37,Chickasaw 
19,IA,Hawaii,39,Clarke 
19,IA,Hawaii,41,Clay 
19,IA,Hawaii,43,Clayton 
19,IA,Hawaii,45,Clinton 
19,IA,Hawaii,47,Crawford 
19,IA,Hawaii,49,Dallas 
19,IA,Hawaii,51,Davis 
19,IA,Hawaii,53,Decatur 
19,IA,Hawaii,55,Delaware 
19,IA,Hawaii,57,Des Moines 
19,IA,Hawaii,59,Dickinson 
19,IA,Hawaii,61,Dubuque 
19,IA,Hawaii,63,Emmet 
19,IA,Hawaii,65,Fayette 
19,IA,Hawaii,67,Floyd 
19,IA,Hawaii,69,Franklin 
19,IA,Hawaii,71,Fremont 
19,IA,Hawaii,73,Greene 
19,IA,Hawaii,75,Grundy 
19,IA,Hawaii,77,Guthrie 
19,IA,Hawaii,79,Hamilton 
19,IA,Hawaii,81,Hancock 
19,IA,Hawaii,83,Hardin 
19,IA,Hawaii,85,Harrison 
19,IA,Hawaii,87,Henry 
19,IA,Hawaii,89,Howard 
19,IA,Hawaii,91,Humboldt 
19,IA,Hawaii,93,Ida 
19,IA,Hawaii,95,Iowa 
19,IA,Hawaii,97,Jackson 
19,IA,Hawaii,99,Jasper 
19,IA,Hawaii,101,Jefferson 
19,IA,Hawaii,103,Johnson 
19,IA,Hawaii,105,Jones 
19,IA,Hawaii,107,Keokuk 
19,IA,Hawaii,109,Kossuth 
19,IA,Hawaii,111,Lee 
19,IA,Hawaii,113,Linn 
19,IA,Hawaii,115,Louisa 
19,IA,Hawaii,117,Lucas 
19,IA,Hawaii,119,Lyon 
19,IA,Hawaii,121,Madison 
19,IA,Hawaii,123,Mahaska 
19,IA,Hawaii,125,Marion 
19,IA,Hawaii,127,Marshall 
19,IA,Hawaii,129,Mills 
19,IA,Hawaii,131,Mitchell 
19,IA,Hawaii,133,Monona 
19,IA,Hawaii,135,Monroe 
19,IA,Hawaii,137,Montgomery 
19,IA,Hawaii,139,Muscatine 
19,IA,Hawaii,141,O'Brien 
19,IA,Hawaii,143,Osceola 
19,IA,Hawaii,145,Page 
19,IA,Hawaii,147,Palo Alto 
19,IA,Hawaii,149,Plymouth 
19,IA,Hawaii,151,Pocahontas 
19,IA,Hawaii,153,Polk 
19,IA,Hawaii,155,Pottawattamie 
19,IA,Hawaii,157,Poweshiek 
19,IA,Hawaii,159,Ringgold 
19,IA,Hawaii,161,Sac 
19,IA,Hawaii,163,Scott 
19,IA,Hawaii,165,Shelby 
19,IA,Hawaii,167,Sioux 
19,IA,Hawaii,169,Story 
19,IA,Hawaii,171,Tama 
19,IA,Hawaii,173,Taylor 
19,IA,Hawaii,175,Union 
19,IA,Hawaii,177,Van Buren 
19,IA,Hawaii,179,Wapello 
19,IA,Hawaii,181,Warren 
19,IA,Hawaii,183,Washington 
19,IA,Hawaii,185,Wayne 
19,IA,Hawaii,187,Webster 
19,IA,Hawaii,189,Winnebago 
19,IA,Hawaii,191,Winneshiek 
19,IA,Hawaii,193,Woodbury 
19,IA,Hawaii,195,Worth 
19,IA,Hawaii,197,Wright 
20,KS,Kansas,1,Allen 
20,KS,Kansas,3,Anderson 
20,KS,Kansas,5,Atchison 
20,KS,Kansas,7,Barber 
20,KS,Kansas,9,Barton 
20,KS,Kansas,11,Bourbon 
20,KS,Kansas,13,Brown 
20,KS,Kansas,15,Butler 
20,KS,Kansas,17,Chase 
20,KS,Kansas,19,Chautauqua 
20,KS,Kansas,21,Cherokee 
20,KS,Kansas,23,Cheyenne 
20,KS,Kansas,25,Clark 
20,KS,Kansas,27,Clay 
20,KS,Kansas,29,Cloud 
20,KS,Kansas,31,Coffey 
20,KS,Kansas,33,Comanche 
20,KS,Kansas,35,Cowley 
20,KS,Kansas,37,Crawford 
20,KS,Kansas,39,Decatur 
20,KS,Kansas,41,Dickinson 
20,KS,Kansas,43,Doniphan 
20,KS,Kansas,45,Douglas 
20,KS,Kansas,47,Edwards 
20,KS,Kansas,49,Elk 
20,KS,Kansas,51,Ellis 
20,KS,Kansas,53,Ellsworth 
20,KS,Kansas,55,Finney 
20,KS,Kansas,57,Ford 
20,KS,Kansas,59,Franklin 
20,KS,Kansas,61,Geary 
20,KS,Kansas,63,Gove 
20,KS,Kansas,65,Graham 
20,KS,Kansas,67,Grant 
20,KS,Kansas,69,Gray 
20,KS,Kansas,71,Greeley 
20,KS,Kansas,73,Greenwood 
20,KS,Kansas,75,Hamilton 
20,KS,Kansas,77,Harper 
20,KS,Kansas,79,Harvey 
20,KS,Kansas,81,Haskell 
20,KS,Kansas,83,Hodgeman 
20,KS,Kansas,85,Jackson 
20,KS,Kansas,87,Jefferson 
20,KS,Kansas,89,Jewell 
20,KS,Kansas,91,Johnson 
20,KS,Kansas,93,Kearny 
20,KS,Kansas,95,Kingman 
20,KS,Kansas,97,Kiowa 
20,KS,Kansas,99,Labette 
20,KS,Kansas,101,Lane 
20,KS,Kansas,103,Leavenworth 
20,KS,Kansas,105,Lincoln 
20,KS,Kansas,107,Linn 
20,KS,Kansas,109,Logan 
20,KS,Kansas,111,Lyon 
20,KS,Kansas,113,McPherson 
20,KS,Kansas,115,Marion 
20,KS,Kansas,117,Marshall 
20,KS,Kansas,119,Meade 
20,KS,Kansas,121,Miami 
20,KS,Kansas,123,Mitchell 
20,KS,Kansas,125,Montgomery 
20,KS,Kansas,127,Morris 
20,KS,Kansas,129,Morton 
20,KS,Kansas,131,Nemaha 
20,KS,Kansas,133,Neosho 
20,KS,Kansas,135,Ness 
20,KS,Kansas,137,Norton 
20,KS,Kansas,139,Osage 
20,KS,Kansas,141,Osborne 
20,KS,Kansas,143,Ottawa 
20,KS,Kansas,145,Pawnee 
20,KS,Kansas,147,Phillips 
20,KS,Kansas,149,Pottawatomie 
20,KS,Kansas,151,Pratt 
20,KS,Kansas,153,Rawlins 
20,KS,Kansas,155,Reno 
20,KS,Kansas,157,Republic 
20,KS,Kansas,159,Rice 
20,KS,Kansas,161,Riley 
20,KS,Kansas,163,Rooks 
20,KS,Kansas,165,Rush 
20,KS,Kansas,167,Russell 
20,KS,Kansas,169,Saline 
20,KS,Kansas,171,Scott 
20,KS,Kansas,173,Sedgwick 
20,KS,Kansas,175,Seward 
20,KS,Kansas,177,Shawnee 
20,KS,Kansas,179,Sheridan 
20,KS,Kansas,181,Sherman 
20,KS,Kansas,183,Smith 
20,KS,Kansas,185,Stafford 
20,KS,Kansas,187,Stanton 
20,KS,Kansas,189,Stevens 
20,KS,Kansas,191,Sumner 
20,KS,Kansas,193,Thomas 
20,KS,Kansas,195,Trego 
20,KS,Kansas,197,Wabaunsee 
20,KS,Kansas,199,Wallace 
20,KS,Kansas,201,Washington 
20,KS,Kansas,203,Wichita 
20,KS,Kansas,205,Wilson 
20,KS,Kansas,207,Woodson 
20,KS,Kansas,209,Wyandotte 
21,KY,Kentucky,1,Adair 
21,KY,Kentucky,3,Allen 
21,KY,Kentucky,5,Anderson 
21,KY,Kentucky,7,Ballard 
21,KY,Kentucky,9,Barren 
21,KY,Kentucky,11,Bath 
21,KY,Kentucky,13,Bell 
21,KY,Kentucky,15,Boone 
21,KY,Kentucky,17,Bourbon 
21,KY,Kentucky,19,Boyd 
21,KY,Kentucky,21,Boyle 
21,KY,Kentucky,23,Bracken 
21,KY,Kentucky,25,Breathitt 
21,KY,Kentucky,27,Breckinridge 
21,KY,Kentucky,29,Bullitt 
21,KY,Kentucky,31,Butler 
21,KY,Kentucky,33,Caldwell 
21,KY,Kentucky,35,Calloway 
21,KY,Kentucky,37,Campbell 
21,KY,Kentucky,39,Carlisle 
21,KY,Kentucky,41,Carroll 
21,KY,Kentucky,43,Carter 
21,KY,Kentucky,45,Casey 
21,KY,Kentucky,47,Christian 
21,KY,Kentucky,49,Clark 
21,KY,Kentucky,51,Clay 
21,KY,Kentucky,53,Clinton 
21,KY,Kentucky,55,Crittenden 
21,KY,Kentucky,57,Cumberland 
21,KY,Kentucky,59,Daviess 
21,KY,Kentucky,61,Edmonson 
21,KY,Kentucky,63,Elliott 
21,KY,Kentucky,65,Estill 
21,KY,Kentucky,67,Fayette 
21,KY,Kentucky,69,Fleming 
21,KY,Kentucky,71,Floyd 
21,KY,Kentucky,73,Franklin 
21,KY,Kentucky,75,Fulton 
21,KY,Kentucky,77,Gallatin 
21,KY,Kentucky,79,Garrard 
21,KY,Kentucky,81,Grant 
21,KY,Kentucky,83,Graves 
21,KY,Kentucky,85,Grayson 
21,KY,Kentucky,87,Green 
21,KY,Kentucky,89,Greenup 
21,KY,Kentucky,91,Hancock 
21,KY,Kentucky,93,Hardin 
21,KY,Kentucky,95,Harlan 
21,KY,Kentucky,97,Harrison 
21,KY,Kentucky,99,Hart 
21,KY,Kentucky,101,Henderson 
21,KY,Kentucky,103,Henry 
21,KY,Kentucky,105,Hickman 
21,KY,Kentucky,107,Hopkins 
21,KY,Kentucky,109,Jackson 
21,KY,Kentucky,111,Jefferson 
21,KY,Kentucky,113,Jessamine 
21,KY,Kentucky,115,Johnson 
21,KY,Kentucky,117,Kenton 
21,KY,Kentucky,119,Knott 
21,KY,Kentucky,121,Knox 
21,KY,Kentucky,123,Larue 
21,KY,Kentucky,125,Laurel 
21,KY,Kentucky,127,Lawrence 
21,KY,Kentucky,129,Lee 
21,KY,Kentucky,131,Leslie 
21,KY,Kentucky,133,Letcher 
21,KY,Kentucky,135,Lewis 
21,KY,Kentucky,137,Lincoln 
21,KY,Kentucky,139,Livingston 
21,KY,Kentucky,141,Logan 
21,KY,Kentucky,143,Lyon 
21,KY,Kentucky,145,McCracken 
21,KY,Kentucky,147,McCreary 
21,KY,Kentucky,149,McLean 
21,KY,Kentucky,151,Madison 
21,KY,Kentucky,153,Magoffin 
21,KY,Kentucky,155,Marion 
21,KY,Kentucky,157,Marshall 
21,KY,Kentucky,159,Martin 
21,KY,Kentucky,161,Mason 
21,KY,Kentucky,163,Meade 
21,KY,Kentucky,165,Menifee 
21,KY,Kentucky,167,Mercer 
21,KY,Kentucky,169,Metcalfe 
21,KY,Kentucky,171,Monroe 
21,KY,Kentucky,173,Montgomery 
21,KY,Kentucky,175,Morgan 
21,KY,Kentucky,177,Muhlenberg 
21,KY,Kentucky,179,Nelson 
21,KY,Kentucky,181,Nicholas 
21,KY,Kentucky,183,Ohio 
21,KY,Kentucky,185,Oldham 
21,KY,Kentucky,187,Owen 
21,KY,Kentucky,189,Owsley 
21,KY,Kentucky,191,Pendleton 
21,KY,Kentucky,193,Perry 
21,KY,Kentucky,195,Pike 
21,KY,Kentucky,197,Powell 
21,KY,Kentucky,199,Pulaski 
21,KY,Kentucky,201,Robertson 
21,KY,Kentucky,203,Rockcastle 
21,KY,Kentucky,205,Rowan 
21,KY,Kentucky,207,Russell 
21,KY,Kentucky,209,Scott 
21,KY,Kentucky,211,Shelby 
21,KY,Kentucky,213,Simpson 
21,KY,Kentucky,215,Spencer 
21,KY,Kentucky,217,Taylor 
21,KY,Kentucky,219,Todd 
21,KY,Kentucky,221,Trigg 
21,KY,Kentucky,223,Trimble 
21,KY,Kentucky,225,Union 
21,KY,Kentucky,227,Warren 
21,KY,Kentucky,229,Washington 
21,KY,Kentucky,231,Wayne 
21,KY,Kentucky,233,Webster 
21,KY,Kentucky,235,Whitley 
21,KY,Kentucky,237,Wolfe 
21,KY,Kentucky,239,Woodford 
22,LA,Louisiana,1,Acadia 
22,LA,Louisiana,3,Allen 
22,LA,Louisiana,5,Ascension 
22,LA,Louisiana,7,Assumption 
22,LA,Louisiana,9,Avoyelles 
22,LA,Louisiana,11,Beauregard 
22,LA,Louisiana,13,Bienville 
22,LA,Louisiana,15,Bossier 
22,LA,Louisiana,17,Caddo 
22,LA,Louisiana,19,Calcasieu 
22,LA,Louisiana,21,Caldwell 
22,LA,Louisiana,23,Cameron 
22,LA,Louisiana,25,Catahoula 
22,LA,Louisiana,27,Claiborne 
22,LA,Louisiana,29,Concordia 
22,LA,Louisiana,31,De Soto 
22,LA,Louisiana,33,East Baton Rouge 
22,LA,Louisiana,35,East Carroll 
22,LA,Louisiana,37,East Feliciana 
22,LA,Louisiana,39,Evangeline 
22,LA,Louisiana,41,Franklin 
22,LA,Louisiana,43,Grant 
22,LA,Louisiana,45,Iberia 
22,LA,Louisiana,47,Iberville 
22,LA,Louisiana,49,Jackson 
22,LA,Louisiana,51,Jefferson 
22,LA,Louisiana,53,Jefferson Davis 
22,LA,Louisiana,55,Lafayette 
22,LA,Louisiana,57,Lafourche 
22,LA,Louisiana,59,La Salle 
22,LA,Louisiana,61,Lincoln 
22,LA,Louisiana,63,Livingston 
22,LA,Louisiana,65,Madison 
22,LA,Louisiana,67,Morehouse 
22,LA,Louisiana,69,Natchitoches 
22,LA,Louisiana,71,Orleans 
22,LA,Louisiana,73,Ouachita 
22,LA,Louisiana,75,Plaquemines 
22,LA,Louisiana,77,Pointe Coupee 
22,LA,Louisiana,79,Rapides 
22,LA,Louisiana,81,Red River 
22,LA,Louisiana,83,Richland 
22,LA,Louisiana,85,Sabine 
22,LA,Louisiana,87,St. Bernard 
22,LA,Louisiana,89,St. Charles 
22,LA,Louisiana,91,St. Helena 
22,LA,Louisiana,93,St. James 
22,LA,Louisiana,95,St. John the Baptist 
22,LA,Louisiana,97,St. Landry 
22,LA,Louisiana,99,St. Martin 
22,LA,Louisiana,101,St. Mary 
22,LA,Louisiana,103,St. Tammany 
22,LA,Louisiana,105,Tangipahoa 
22,LA,Louisiana,107,Tensas 
22,LA,Louisiana,109,Terrebonne 
22,LA,Louisiana,111,Union 
22,LA,Louisiana,113,Vermilion 
22,LA,Louisiana,115,Vernon 
22,LA,Louisiana,117,Washington 
22,LA,Louisiana,119,Webster 
22,LA,Louisiana,121,West Baton Rouge 
22,LA,Louisiana,123,West Carroll 
22,LA,Louisiana,125,West Feliciana 
22,LA,Louisiana,127,Winn 
23,ME,Massachusetts,1,Androscoggin 
23,ME,Massachusetts,3,Aroostook 
23,ME,Massachusetts,5,Cumberland 
23,ME,Massachusetts,7,Franklin 
23,ME,Massachusetts,9,Hancock 
23,ME,Massachusetts,11,Kennebec 
23,ME,Massachusetts,13,Knox 
23,ME,Massachusetts,15,Lincoln 
23,ME,Massachusetts,17,Oxford 
23,ME,Massachusetts,19,Penobscot 
23,ME,Massachusetts,21,Piscataquis 
23,ME,Massachusetts,23,Sagadahoc 
23,ME,Massachusetts,25,Somerset 
23,ME,Massachusetts,27,Waldo 
23,ME,Massachusetts,29,Washington 
23,ME,Massachusetts,31,York 
24,MD,Massachusetts,1,Allegany 
24,MD,Massachusetts,3,Anne Arundel 
24,MD,Massachusetts,5,Baltimore 
24,MD,Massachusetts,9,Calvert 
24,MD,Massachusetts,11,Caroline 
24,MD,Massachusetts,13,Carroll 
24,MD,Massachusetts,15,Cecil 
24,MD,Massachusetts,17,Charles 
24,MD,Massachusetts,19,Dorchester 
24,MD,Massachusetts,21,Frederick 
24,MD,Massachusetts,23,Garrett 
24,MD,Massachusetts,25,Harford 
24,MD,Massachusetts,27,Howard 
24,MD,Massachusetts,29,Kent 
24,MD,Massachusetts,31,Montgomery 
24,MD,Massachusetts,33,Prince George's 
24,MD,Massachusetts,35,Queen Anne's 
24,MD,Massachusetts,37,St. Mary's 
24,MD,Massachusetts,39,Somerset 
24,MD,Massachusetts,41,Talbot 
24,MD,Massachusetts,43,Washington 
24,MD,Massachusetts,45,Wicomico 
24,MD,Massachusetts,47,Worcester 
24,MD,Massachusetts,510,#VALUE!
25,MA,Massachusetts,1,Barnstable 
25,MA,Massachusetts,3,Berkshire 
25,MA,Massachusetts,5,Bristol 
25,MA,Massachusetts,7,Dukes 
25,MA,Massachusetts,9,Essex 
25,MA,Massachusetts,11,Franklin 
25,MA,Massachusetts,13,Hampden 
25,MA,Massachusetts,15,Hampshire 
25,MA,Massachusetts,17,Middlesex 
25,MA,Massachusetts,19,Nantucket 
25,MA,Massachusetts,21,Norfolk 
25,MA,Massachusetts,23,Plymouth 
25,MA,Massachusetts,25,Suffolk 
25,MA,Massachusetts,27,Worcester 
26,MI,Michigan,1,Alcona 
26,MI,Michigan,3,Alger 
26,MI,Michigan,5,Allegan 
26,MI,Michigan,7,Alpena 
26,MI,Michigan,9,Antrim 
26,MI,Michigan,11,Arenac 
26,MI,Michigan,13,Baraga 
26,MI,Michigan,15,Barry 
26,MI,Michigan,17,Bay 
26,MI,Michigan,19,Benzie 
26,MI,Michigan,21,Berrien 
26,MI,Michigan,23,Branch 
26,MI,Michigan,25,Calhoun 
26,MI,Michigan,27,Cass 
26,MI,Michigan,29,Charlevoix 
26,MI,Michigan,31,Cheboygan 
26,MI,Michigan,33,Chippewa 
26,MI,Michigan,35,Clare 
26,MI,Michigan,37,Clinton 
26,MI,Michigan,39,Crawford 
26,MI,Michigan,41,Delta 
26,MI,Michigan,43,Dickinson 
26,MI,Michigan,45,Eaton 
26,MI,Michigan,47,Emmet 
26,MI,Michigan,49,Genesee 
26,MI,Michigan,51,Gladwin 
26,MI,Michigan,53,Gogebic 
26,MI,Michigan,55,Grand Traverse 
26,MI,Michigan,57,Gratiot 
26,MI,Michigan,59,Hillsdale 
26,MI,Michigan,61,Houghton 
26,MI,Michigan,63,Huron 
26,MI,Michigan,65,Ingham 
26,MI,Michigan,67,Ionia 
26,MI,Michigan,69,Iosco 
26,MI,Michigan,71,Iron 
26,MI,Michigan,73,Isabella 
26,MI,Michigan,75,Jackson 
26,MI,Michigan,77,Kalamazoo 
26,MI,Michigan,79,Kalkaska 
26,MI,Michigan,81,Kent 
26,MI,Michigan,83,Keweenaw 
26,MI,Michigan,85,Lake 
26,MI,Michigan,87,Lapeer 
26,MI,Michigan,89,Leelanau 
26,MI,Michigan,91,Lenawee 
26,MI,Michigan,93,Livingston 
26,MI,Michigan,95,Luce 
26,MI,Michigan,97,Mackinac 
26,MI,Michigan,99,Macomb 
26,MI,Michigan,101,Manistee 
26,MI,Michigan,103,Marquette 
26,MI,Michigan,105,Mason 
26,MI,Michigan,107,Mecosta 
26,MI,Michigan,109,Menominee 
26,MI,Michigan,111,Midland 
26,MI,Michigan,113,Missaukee 
26,MI,Michigan,115,Monroe 
26,MI,Michigan,117,Montcalm 
26,MI,Michigan,119,Montmorency 
26,MI,Michigan,121,Muskegon 
26,MI,Michigan,123,Newaygo 
26,MI,Michigan,125,Oakland 
26,MI,Michigan,127,Oceana 
26,MI,Michigan,129,Ogemaw 
26,MI,Michigan,131,Ontonagon 
26,MI,Michigan,133,Osceola 
26,MI,Michigan,135,Oscoda 
26,MI,Michigan,137,Otsego 
26,MI,Michigan,139,Ottawa 
26,MI,Michigan,141,Presque Isle 
26,MI,Michigan,143,Roscommon 
26,MI,Michigan,145,Saginaw 
26,MI,Michigan,147,St. Clair 
26,MI,Michigan,149,St. Joseph 
26,MI,Michigan,151,Sanilac 
26,MI,Michigan,153,Schoolcraft 
26,MI,Michigan,155,Shiawassee 
26,MI,Michigan,157,Tuscola 
26,MI,Michigan,159,Van Buren 
26,MI,Michigan,161,Washtenaw 
26,MI,Michigan,163,Wayne 
26,MI,Michigan,165,Wexford 
27,MN,Minnesota,1,Aitkin 
27,MN,Minnesota,3,Anoka 
27,MN,Minnesota,5,Becker 
27,MN,Minnesota,7,Beltrami 
27,MN,Minnesota,9,Benton 
27,MN,Minnesota,11,Big Stone 
27,MN,Minnesota,13,Blue Earth 
27,MN,Minnesota,15,Brown 
27,MN,Minnesota,17,Carlton 
27,MN,Minnesota,19,Carver 
27,MN,Minnesota,21,Cass 
27,MN,Minnesota,23,Chippewa 
27,MN,Minnesota,25,Chisago 
27,MN,Minnesota,27,Clay 
27,MN,Minnesota,29,Clearwater 
27,MN,Minnesota,31,Cook 
27,MN,Minnesota,33,Cottonwood 
27,MN,Minnesota,35,Crow Wing 
27,MN,Minnesota,37,Dakota 
27,MN,Minnesota,39,Dodge 
27,MN,Minnesota,41,Douglas 
27,MN,Minnesota,43,Faribault 
27,MN,Minnesota,45,Fillmore 
27,MN,Minnesota,47,Freeborn 
27,MN,Minnesota,49,Goodhue 
27,MN,Minnesota,51,Grant 
27,MN,Minnesota,53,Hennepin 
27,MN,Minnesota,55,Houston 
27,MN,Minnesota,57,Hubbard 
27,MN,Minnesota,59,Isanti 
27,MN,Minnesota,61,Itasca 
27,MN,Minnesota,63,Jackson 
27,MN,Minnesota,65,Kanabec 
27,MN,Minnesota,67,Kandiyohi 
27,MN,Minnesota,69,Kittson 
27,MN,Minnesota,71,Koochiching 
27,MN,Minnesota,73,Lac qui Parle 
27,MN,Minnesota,75,Lake 
27,MN,Minnesota,77,Lake of the Woods 
27,MN,Minnesota,79,Le Sueur 
27,MN,Minnesota,81,Lincoln 
27,MN,Minnesota,83,Lyon 
27,MN,Minnesota,85,McLeod 
27,MN,Minnesota,87,Mahnomen 
27,MN,Minnesota,89,Marshall 
27,MN,Minnesota,91,Martin 
27,MN,Minnesota,93,Meeker 
27,MN,Minnesota,95,Mille Lacs 
27,MN,Minnesota,97,Morrison 
27,MN,Minnesota,99,Mower 
27,MN,Minnesota,101,Murray 
27,MN,Minnesota,103,Nicollet 
27,MN,Minnesota,105,Nobles 
27,MN,Minnesota,107,Norman 
27,MN,Minnesota,109,Olmsted 
27,MN,Minnesota,111,Otter Tail 
27,MN,Minnesota,113,Pennington 
27,MN,Minnesota,115,Pine 
27,MN,Minnesota,117,Pipestone 
27,MN,Minnesota,119,Polk 
27,MN,Minnesota,121,Pope 
27,MN,Minnesota,123,Ramsey 
27,MN,Minnesota,125,Red Lake 
27,MN,Minnesota,127,Redwood 
27,MN,Minnesota,129,Renville 
27,MN,Minnesota,131,Rice 
27,MN,Minnesota,133,Rock 
27,MN,Minnesota,135,Roseau 
27,MN,Minnesota,137,St. Louis 
27,MN,Minnesota,139,Scott 
27,MN,Minnesota,141,Sherburne 
27,MN,Minnesota,143,Sibley 
27,MN,Minnesota,145,Stearns 
27,MN,Minnesota,147,Steele 
27,MN,Minnesota,149,Stevens 
27,MN,Minnesota,151,Swift 
27,MN,Minnesota,153,Todd 
27,MN,Minnesota,155,Traverse 
27,MN,Minnesota,157,Wabasha 
27,MN,Minnesota,159,Wadena 
27,MN,Minnesota,161,Waseca 
27,MN,Minnesota,163,Washington 
27,MN,Minnesota,165,Watonwan 
27,MN,Minnesota,167,Wilkin 
27,MN,Minnesota,169,Winona 
27,MN,Minnesota,171,Wright 
27,MN,Minnesota,173,Yellow Medicine 
28,MS,Missouri,1,Adams 
28,MS,Missouri,3,Alcorn 
28,MS,Missouri,5,Amite 
28,MS,Missouri,7,Attala 
28,MS,Missouri,9,Benton 
28,MS,Missouri,11,Bolivar 
28,MS,Missouri,13,Calhoun 
28,MS,Missouri,15,Carroll 
28,MS,Missouri,17,Chickasaw 
28,MS,Missouri,19,Choctaw 
28,MS,Missouri,21,Claiborne 
28,MS,Missouri,23,Clarke 
28,MS,Missouri,25,Clay 
28,MS,Missouri,27,Coahoma 
28,MS,Missouri,29,Copiah 
28,MS,Missouri,31,Covington 
28,MS,Missouri,33,DeSoto 
28,MS,Missouri,35,Forrest 
28,MS,Missouri,37,Franklin 
28,MS,Missouri,39,George 
28,MS,Missouri,41,Greene 
28,MS,Missouri,43,Grenada 
28,MS,Missouri,45,Hancock 
28,MS,Missouri,47,Harrison 
28,MS,Missouri,49,Hinds 
28,MS,Missouri,51,Holmes 
28,MS,Missouri,53,Humphreys 
28,MS,Missouri,55,Issaquena 
28,MS,Missouri,57,Itawamba 
28,MS,Missouri,59,Jackson 
28,MS,Missouri,61,Jasper 
28,MS,Missouri,63,Jefferson 
28,MS,Missouri,65,Jefferson Davis 
28,MS,Missouri,67,Jones 
28,MS,Missouri,69,Kemper 
28,MS,Missouri,71,Lafayette 
28,MS,Missouri,73,Lamar 
28,MS,Missouri,75,Lauderdale 
28,MS,Missouri,77,Lawrence 
28,MS,Missouri,79,Leake 
28,MS,Missouri,81,Lee 
28,MS,Missouri,83,Leflore 
28,MS,Missouri,85,Lincoln 
28,MS,Missouri,87,Lowndes 
28,MS,Missouri,89,Madison 
28,MS,Missouri,91,Marion 
28,MS,Missouri,93,Marshall 
28,MS,Missouri,95,Monroe 
28,MS,Missouri,97,Montgomery 
28,MS,Missouri,99,Neshoba 
28,MS,Missouri,101,Newton 
28,MS,Missouri,103,Noxubee 
28,MS,Missouri,105,Oktibbeha 
28,MS,Missouri,107,Panola 
28,MS,Missouri,109,Pearl River 
28,MS,Missouri,111,Perry 
28,MS,Missouri,113,Pike 
28,MS,Missouri,115,Pontotoc 
28,MS,Missouri,117,Prentiss 
28,MS,Missouri,119,Quitman 
28,MS,Missouri,121,Rankin 
28,MS,Missouri,123,Scott 
28,MS,Missouri,125,Sharkey 
28,MS,Missouri,127,Simpson 
28,MS,Missouri,129,Smith 
28,MS,Missouri,131,Stone 
28,MS,Missouri,133,Sunflower 
28,MS,Missouri,135,Tallahatchie 
28,MS,Missouri,137,Tate 
28,MS,Missouri,139,Tippah 
28,MS,Missouri,141,Tishomingo 
28,MS,Missouri,143,Tunica 
28,MS,Missouri,145,Union 
28,MS,Missouri,147,Walthall 
28,MS,Missouri,149,Warren 
28,MS,Missouri,151,Washington 
28,MS,Missouri,153,Wayne 
28,MS,Missouri,155,Webster 
28,MS,Missouri,157,Wilkinson 
28,MS,Missouri,159,Winston 
28,MS,Missouri,161,Yalobusha 
28,MS,Missouri,163,Yazoo 
29,MO,Missouri,1,Adair 
29,MO,Missouri,3,Andrew 
29,MO,Missouri,5,Atchison 
29,MO,Missouri,7,Audrain 
29,MO,Missouri,9,Barry 
29,MO,Missouri,11,Barton 
29,MO,Missouri,13,Bates 
29,MO,Missouri,15,Benton 
29,MO,Missouri,17,Bollinger 
29,MO,Missouri,19,Boone 
29,MO,Missouri,21,Buchanan 
29,MO,Missouri,23,Butler 
29,MO,Missouri,25,Caldwell 
29,MO,Missouri,27,Callaway 
29,MO,Missouri,29,Camden 
29,MO,Missouri,31,Cape Girardeau 
29,MO,Missouri,33,Carroll 
29,MO,Missouri,35,Carter 
29,MO,Missouri,37,Cass 
29,MO,Missouri,39,Cedar 
29,MO,Missouri,41,Chariton 
29,MO,Missouri,43,Christian 
29,MO,Missouri,45,Clark 
29,MO,Missouri,47,Clay 
29,MO,Missouri,49,Clinton 
29,MO,Missouri,51,Cole 
29,MO,Missouri,53,Cooper 
29,MO,Missouri,55,Crawford 
29,MO,Missouri,57,Dade 
29,MO,Missouri,59,Dallas 
29,MO,Missouri,61,Daviess 
29,MO,Missouri,63,DeKalb 
29,MO,Missouri,65,Dent 
29,MO,Missouri,67,Douglas 
29,MO,Missouri,69,Dunklin 
29,MO,Missouri,71,Franklin 
29,MO,Missouri,73,Gasconade 
29,MO,Missouri,75,Gentry 
29,MO,Missouri,77,Greene 
29,MO,Missouri,79,Grundy 
